ROI	Subj1	Subj2	Y	Video	Subj1Group	Subj2Group	GroupStr	VideoType
Default	BSCMR037	BSCMR111	-0.533181	v5008	A	A	A_A	neutral
Visual	BSCMR038	BSCMR056	0.180834	v1001	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR056	0.151312	v1001	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR056	-0.109998	v1001	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR056	0.319645	v1001	A	A	A_A	horror
Limbic	BSCMR038	BSCMR056	-0.286517	v1001	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR056	0.1953	v1001	A	A	A_A	horror
Default	BSCMR038	BSCMR056	0.545952	v1001	A	A	A_A	horror
Visual	BSCMR038	BSCMR056	0.132261	v1002	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR056	-0.142619	v1002	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR056	0.0450321	v1002	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR056	-0.128303	v1002	A	A	A_A	horror
Limbic	BSCMR038	BSCMR056	-0.243548	v1002	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR056	-0.0286139	v1002	A	A	A_A	horror
Default	BSCMR038	BSCMR056	-0.491383	v1002	A	A	A_A	horror
Visual	BSCMR038	BSCMR056	0.181697	v1006	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR056	-0.616274	v1006	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR056	0.0285024	v1006	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR056	0.515944	v1006	A	A	A_A	horror
Limbic	BSCMR038	BSCMR056	-0.763931	v1006	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR056	-0.647855	v1006	A	A	A_A	horror
Default	BSCMR038	BSCMR056	-0.317057	v1006	A	A	A_A	horror
Visual	BSCMR038	BSCMR056	-0.421064	v1007	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR056	0.154145	v1007	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR056	0.211322	v1007	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR056	0.285341	v1007	A	A	A_A	horror
Limbic	BSCMR038	BSCMR056	0.0453236	v1007	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR056	0.072595	v1007	A	A	A_A	horror
Default	BSCMR038	BSCMR056	-0.0626765	v1007	A	A	A_A	horror
Visual	BSCMR038	BSCMR056	-0.0103908	v2000	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR056	0.19343	v2000	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR056	-0.440189	v2000	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR056	0.126528	v2000	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR056	-0.560507	v2000	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR056	-0.326832	v2000	A	A	A_A	erotic
Default	BSCMR038	BSCMR056	-0.50344	v2000	A	A	A_A	erotic
Visual	BSCMR038	BSCMR056	0.0921532	v2002	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR056	0.524701	v2002	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR056	0.268263	v2002	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR056	-0.0654918	v2002	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR056	0.769705	v2002	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR056	-0.136645	v2002	A	A	A_A	erotic
Default	BSCMR038	BSCMR056	0.222463	v2002	A	A	A_A	erotic
Visual	BSCMR038	BSCMR056	-0.141302	v2003	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR056	0.0205693	v2003	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR056	0.450981	v2003	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR056	-0.127095	v2003	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR056	0.332997	v2003	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR056	-0.712771	v2003	A	A	A_A	erotic
Default	BSCMR038	BSCMR056	0.0320143	v2003	A	A	A_A	erotic
Visual	BSCMR038	BSCMR056	0.0289487	v2009	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR056	-0.140254	v2009	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR056	-0.0200897	v2009	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR056	-0.282047	v2009	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR056	-0.122751	v2009	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR056	0.251623	v2009	A	A	A_A	erotic
Default	BSCMR038	BSCMR056	0.478012	v2009	A	A	A_A	erotic
Visual	BSCMR038	BSCMR056	-0.323447	v5000	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR056	-0.213106	v5000	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR056	-0.241895	v5000	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR056	-0.284153	v5000	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR056	-0.129173	v5000	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR056	0.673045	v5000	A	A	A_A	neutral
Default	BSCMR038	BSCMR056	-0.0809192	v5000	A	A	A_A	neutral
Visual	BSCMR038	BSCMR056	0.157879	v5001	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR056	-0.406521	v5001	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR056	-0.218444	v5001	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR056	-0.283509	v5001	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR056	0.294848	v5001	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR056	-0.102305	v5001	A	A	A_A	neutral
Default	BSCMR038	BSCMR056	0.286201	v5001	A	A	A_A	neutral
Visual	BSCMR038	BSCMR056	-0.0352247	v5002	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR056	0.779463	v5002	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR056	0.319208	v5002	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR056	0.239561	v5002	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR056	0.726521	v5002	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR056	-0.0222507	v5002	A	A	A_A	neutral
Default	BSCMR038	BSCMR056	-0.133133	v5002	A	A	A_A	neutral
Visual	BSCMR038	BSCMR056	0.616777	v5008	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR056	0.0711589	v5008	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR056	0.472571	v5008	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR056	-0.282832	v5008	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR056	-0.0258004	v5008	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR056	0.590362	v5008	A	A	A_A	neutral
Default	BSCMR038	BSCMR056	0.306272	v5008	A	A	A_A	neutral
Visual	BSCMR038	BSCMR057	0.121985	v1001	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR057	-0.165773	v1001	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR057	0.0136379	v1001	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR057	-0.0892514	v1001	A	A	A_A	horror
Limbic	BSCMR038	BSCMR057	0.0908017	v1001	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR057	0.2395	v1001	A	A	A_A	horror
Default	BSCMR038	BSCMR057	0.315775	v1001	A	A	A_A	horror
Visual	BSCMR038	BSCMR057	0.190581	v1002	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR057	-0.405018	v1002	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR057	-0.409124	v1002	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR057	-0.29741	v1002	A	A	A_A	horror
Limbic	BSCMR038	BSCMR057	0.0888537	v1002	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR057	-0.18237	v1002	A	A	A_A	horror
Default	BSCMR038	BSCMR057	-0.0947174	v1002	A	A	A_A	horror
Visual	BSCMR038	BSCMR057	0.355036	v1006	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR057	0.273493	v1006	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR057	0.351788	v1006	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR057	0.644974	v1006	A	A	A_A	horror
Limbic	BSCMR038	BSCMR057	0.211654	v1006	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR057	0.238904	v1006	A	A	A_A	horror
Default	BSCMR038	BSCMR057	-0.146779	v1006	A	A	A_A	horror
Visual	BSCMR038	BSCMR057	0.120857	v1007	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR057	-0.00933593	v1007	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR057	0.0344995	v1007	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR057	0.205315	v1007	A	A	A_A	horror
Limbic	BSCMR038	BSCMR057	0.458632	v1007	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR057	-0.163227	v1007	A	A	A_A	horror
Default	BSCMR038	BSCMR057	-0.332369	v1007	A	A	A_A	horror
Visual	BSCMR038	BSCMR057	-0.298433	v2000	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR057	0.203476	v2000	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR057	0.597109	v2000	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR057	-0.158597	v2000	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR057	-0.0930282	v2000	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR057	0.0581282	v2000	A	A	A_A	erotic
Default	BSCMR038	BSCMR057	-0.340699	v2000	A	A	A_A	erotic
Visual	BSCMR038	BSCMR057	-0.329338	v2002	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR057	0.548991	v2002	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR057	0.236069	v2002	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR057	0.692925	v2002	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR057	-0.592849	v2002	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR057	0.234825	v2002	A	A	A_A	erotic
Default	BSCMR038	BSCMR057	-0.0269195	v2002	A	A	A_A	erotic
Visual	BSCMR038	BSCMR057	-0.387875	v2003	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR057	-0.0804752	v2003	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR057	-0.391223	v2003	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR057	-0.314554	v2003	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR057	-0.414161	v2003	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR057	-0.335507	v2003	A	A	A_A	erotic
Default	BSCMR038	BSCMR057	-0.252202	v2003	A	A	A_A	erotic
Visual	BSCMR038	BSCMR057	-0.18258	v2009	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR057	-0.349156	v2009	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR057	-0.188785	v2009	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR057	0.309116	v2009	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR057	-0.0522983	v2009	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR057	-0.334354	v2009	A	A	A_A	erotic
Default	BSCMR038	BSCMR057	-0.469248	v2009	A	A	A_A	erotic
Visual	BSCMR038	BSCMR057	0.202073	v5000	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR057	0.0200458	v5000	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR057	0.0537645	v5000	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR057	0.474261	v5000	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR057	-0.352678	v5000	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR057	0.69446	v5000	A	A	A_A	neutral
Default	BSCMR038	BSCMR057	0.00777933	v5000	A	A	A_A	neutral
Visual	BSCMR038	BSCMR057	-0.30274	v5001	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR057	-0.19136	v5001	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR057	0.0957185	v5001	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR057	-0.418556	v5001	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR057	0.470254	v5001	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR057	0.476358	v5001	A	A	A_A	neutral
Default	BSCMR038	BSCMR057	0.318984	v5001	A	A	A_A	neutral
Visual	BSCMR038	BSCMR057	0.217056	v5002	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR057	0.0392281	v5002	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR057	-0.0936985	v5002	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR057	-0.218818	v5002	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR057	0.387542	v5002	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR057	0.0380438	v5002	A	A	A_A	neutral
Default	BSCMR038	BSCMR057	0.542487	v5002	A	A	A_A	neutral
Visual	BSCMR038	BSCMR057	-0.128061	v5008	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR057	0.136877	v5008	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR057	0.467931	v5008	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR057	0.31728	v5008	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR057	0.65594	v5008	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR057	0.22721	v5008	A	A	A_A	neutral
Default	BSCMR038	BSCMR057	0.290236	v5008	A	A	A_A	neutral
Visual	BSCMR038	BSCMR061	0.044658	v1001	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR061	-0.155548	v1001	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR061	0.411736	v1001	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR061	0.210031	v1001	A	A	A_A	horror
Limbic	BSCMR038	BSCMR061	0.255611	v1001	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR061	-0.204415	v1001	A	A	A_A	horror
Default	BSCMR038	BSCMR061	-0.33041	v1001	A	A	A_A	horror
Visual	BSCMR038	BSCMR061	-0.4334	v1002	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR061	-0.47699	v1002	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR061	-0.277683	v1002	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR061	-0.426024	v1002	A	A	A_A	horror
Limbic	BSCMR038	BSCMR061	0.308309	v1002	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR061	-0.298165	v1002	A	A	A_A	horror
Default	BSCMR038	BSCMR061	0.0227401	v1002	A	A	A_A	horror
Visual	BSCMR038	BSCMR061	0.687851	v1006	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR061	-0.405867	v1006	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR061	-0.188964	v1006	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR061	0.212957	v1006	A	A	A_A	horror
Limbic	BSCMR038	BSCMR061	0.47052	v1006	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR061	0.149423	v1006	A	A	A_A	horror
Default	BSCMR038	BSCMR061	-0.368398	v1006	A	A	A_A	horror
Visual	BSCMR038	BSCMR061	0.0586747	v1007	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR061	0.0754397	v1007	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR061	-0.0658008	v1007	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR061	-0.00904362	v1007	A	A	A_A	horror
Limbic	BSCMR038	BSCMR061	-0.109075	v1007	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR061	0.207642	v1007	A	A	A_A	horror
Default	BSCMR038	BSCMR061	0.0363919	v1007	A	A	A_A	horror
Visual	BSCMR038	BSCMR061	-0.151269	v2000	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR061	0.139201	v2000	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR061	0.295992	v2000	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR061	0.0560418	v2000	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR061	0.343004	v2000	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR061	0.202178	v2000	A	A	A_A	erotic
Default	BSCMR038	BSCMR061	0.00827082	v2000	A	A	A_A	erotic
Visual	BSCMR038	BSCMR061	0.103338	v2002	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR061	-0.111849	v2002	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR061	0.164942	v2002	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR061	0.532517	v2002	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR061	-0.0351021	v2002	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR061	-0.121609	v2002	A	A	A_A	erotic
Default	BSCMR038	BSCMR061	-0.119687	v2002	A	A	A_A	erotic
Visual	BSCMR038	BSCMR061	-0.210656	v2003	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR061	0.425165	v2003	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR061	-0.194807	v2003	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR061	0.17071	v2003	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR061	0.363028	v2003	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR061	0.356189	v2003	A	A	A_A	erotic
Default	BSCMR038	BSCMR061	0.160825	v2003	A	A	A_A	erotic
Visual	BSCMR038	BSCMR061	0.339373	v2009	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR061	0.275542	v2009	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR061	-0.272199	v2009	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR061	0.2752	v2009	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR061	-0.0815088	v2009	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR061	0.177791	v2009	A	A	A_A	erotic
Default	BSCMR038	BSCMR061	0.114534	v2009	A	A	A_A	erotic
Visual	BSCMR038	BSCMR061	-0.159799	v5000	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR061	-0.189813	v5000	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR061	0.304776	v5000	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR061	0.00533376	v5000	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR061	-0.575151	v5000	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR061	0.513308	v5000	A	A	A_A	neutral
Default	BSCMR038	BSCMR061	0.0742246	v5000	A	A	A_A	neutral
Visual	BSCMR038	BSCMR061	-0.634708	v5001	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR061	0.0588045	v5001	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR061	-0.396531	v5001	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR061	-0.210917	v5001	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR061	-0.542234	v5001	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR061	-0.319542	v5001	A	A	A_A	neutral
Default	BSCMR038	BSCMR061	-0.414186	v5001	A	A	A_A	neutral
Visual	BSCMR038	BSCMR061	0.376871	v5002	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR061	-0.358401	v5002	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR061	-0.233257	v5002	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR061	0.0939263	v5002	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR061	-0.23564	v5002	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR061	0.112211	v5002	A	A	A_A	neutral
Default	BSCMR038	BSCMR061	0.113351	v5002	A	A	A_A	neutral
Visual	BSCMR038	BSCMR061	0.527334	v5008	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR061	-0.212086	v5008	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR061	0.585349	v5008	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR061	0.42786	v5008	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR061	-0.242433	v5008	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR061	-0.232512	v5008	A	A	A_A	neutral
Default	BSCMR038	BSCMR061	0.143808	v5008	A	A	A_A	neutral
Visual	BSCMR038	BSCMR068	-0.0125379	v1001	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR068	0.0301581	v1001	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR068	-0.385174	v1001	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR068	-0.204761	v1001	A	A	A_A	horror
Limbic	BSCMR038	BSCMR068	0.069904	v1001	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR068	-0.338931	v1001	A	A	A_A	horror
Default	BSCMR038	BSCMR068	0.20808	v1001	A	A	A_A	horror
Visual	BSCMR038	BSCMR068	0.422648	v1002	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR068	-0.316473	v1002	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR068	-0.140641	v1002	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR068	-0.188073	v1002	A	A	A_A	horror
Limbic	BSCMR038	BSCMR068	-0.587252	v1002	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR068	0.0387265	v1002	A	A	A_A	horror
Default	BSCMR038	BSCMR068	-0.148907	v1002	A	A	A_A	horror
Visual	BSCMR038	BSCMR068	0.82783	v1006	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR068	-0.3253	v1006	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR068	0.0646185	v1006	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR068	0.412885	v1006	A	A	A_A	horror
Limbic	BSCMR038	BSCMR068	0.0251964	v1006	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR068	-0.170463	v1006	A	A	A_A	horror
Default	BSCMR038	BSCMR068	-0.425279	v1006	A	A	A_A	horror
Visual	BSCMR038	BSCMR068	-0.329224	v1007	A	A	A_A	horror
Somatomotor	BSCMR038	BSCMR068	-0.267102	v1007	A	A	A_A	horror
Dorsal_Attention	BSCMR038	BSCMR068	-0.230563	v1007	A	A	A_A	horror
Ventral_Attention	BSCMR038	BSCMR068	-0.163054	v1007	A	A	A_A	horror
Limbic	BSCMR038	BSCMR068	0.0746006	v1007	A	A	A_A	horror
Frontoparietal	BSCMR038	BSCMR068	0.0719043	v1007	A	A	A_A	horror
Default	BSCMR038	BSCMR068	-0.266062	v1007	A	A	A_A	horror
Visual	BSCMR038	BSCMR068	0.0342658	v2000	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR068	0.699189	v2000	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR068	-0.165413	v2000	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR068	0.297404	v2000	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR068	-0.254354	v2000	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR068	-0.154175	v2000	A	A	A_A	erotic
Default	BSCMR038	BSCMR068	0.276891	v2000	A	A	A_A	erotic
Visual	BSCMR038	BSCMR068	0.542526	v2002	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR068	0.286126	v2002	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR068	0.441018	v2002	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR068	0.388336	v2002	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR068	-0.592127	v2002	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR068	0.0736811	v2002	A	A	A_A	erotic
Default	BSCMR038	BSCMR068	0.532628	v2002	A	A	A_A	erotic
Visual	BSCMR038	BSCMR068	0.0788973	v2003	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR068	0.506496	v2003	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR068	0.0783905	v2003	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR068	0.223794	v2003	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR068	-0.345916	v2003	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR068	0.493748	v2003	A	A	A_A	erotic
Default	BSCMR038	BSCMR068	0.419341	v2003	A	A	A_A	erotic
Visual	BSCMR038	BSCMR068	0.0441144	v2009	A	A	A_A	erotic
Somatomotor	BSCMR038	BSCMR068	-0.17882	v2009	A	A	A_A	erotic
Dorsal_Attention	BSCMR038	BSCMR068	-0.130457	v2009	A	A	A_A	erotic
Ventral_Attention	BSCMR038	BSCMR068	-0.162112	v2009	A	A	A_A	erotic
Limbic	BSCMR038	BSCMR068	-0.0955692	v2009	A	A	A_A	erotic
Frontoparietal	BSCMR038	BSCMR068	-0.428475	v2009	A	A	A_A	erotic
Default	BSCMR038	BSCMR068	-0.38896	v2009	A	A	A_A	erotic
Visual	BSCMR038	BSCMR068	0.34842	v5000	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR068	-0.049363	v5000	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR068	0.0160155	v5000	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR068	0.0027692	v5000	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR068	0.241578	v5000	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR068	-0.323277	v5000	A	A	A_A	neutral
Default	BSCMR038	BSCMR068	-0.786618	v5000	A	A	A_A	neutral
Visual	BSCMR038	BSCMR068	0.265766	v5001	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR068	-0.19364	v5001	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR068	-0.0114407	v5001	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR068	0.252133	v5001	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR068	-0.350161	v5001	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR068	-0.114302	v5001	A	A	A_A	neutral
Default	BSCMR038	BSCMR068	-0.0922989	v5001	A	A	A_A	neutral
Visual	BSCMR038	BSCMR068	0.0258024	v5002	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR068	0.323527	v5002	A	A	A_A	neutral
Dorsal_Attention	BSCMR038	BSCMR068	-0.00530292	v5002	A	A	A_A	neutral
Ventral_Attention	BSCMR038	BSCMR068	0.0035389	v5002	A	A	A_A	neutral
Limbic	BSCMR038	BSCMR068	-0.00861527	v5002	A	A	A_A	neutral
Frontoparietal	BSCMR038	BSCMR068	-0.207219	v5002	A	A	A_A	neutral
Default	BSCMR038	BSCMR068	-0.312814	v5002	A	A	A_A	neutral
Visual	BSCMR038	BSCMR068	0.269249	v5008	A	A	A_A	neutral
Somatomotor	BSCMR038	BSCMR068	-0.520852	v5008	A	A	A_A	neutral
