ROI	Subj1	Subj2	Y	Video	Subj1Group	Subj2Group	GroupStr	VideoType
Dorsal_Attention	BSCMR131	BSCMR136	-0.196926	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR136	-0.31781	v5002	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR136	0.323906	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR136	-0.179225	v5002	B	B	B_B	neutral
Default	BSCMR131	BSCMR136	0.260951	v5002	B	B	B_B	neutral
Visual	BSCMR131	BSCMR136	0.452187	v5008	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR136	-0.185925	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR136	0.0619482	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR136	0.403226	v5008	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR136	0.494445	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR136	-0.0888648	v5008	B	B	B_B	neutral
Default	BSCMR131	BSCMR136	-0.150251	v5008	B	B	B_B	neutral
Visual	BSCMR131	BSCMR137	0.537137	v1001	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR137	-0.0876752	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR137	0.406056	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR137	0.491338	v1001	B	B	B_B	horror
Limbic	BSCMR131	BSCMR137	-0.294422	v1001	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR137	0.383233	v1001	B	B	B_B	horror
Default	BSCMR131	BSCMR137	0.185701	v1001	B	B	B_B	horror
Visual	BSCMR131	BSCMR137	-0.14205	v1002	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR137	-0.47728	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR137	-0.379087	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR137	-0.177137	v1002	B	B	B_B	horror
Limbic	BSCMR131	BSCMR137	-0.00912902	v1002	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR137	-0.292928	v1002	B	B	B_B	horror
Default	BSCMR131	BSCMR137	-0.180468	v1002	B	B	B_B	horror
Visual	BSCMR131	BSCMR137	0.773157	v1006	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR137	0.0518727	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR137	0.170645	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR137	0.340002	v1006	B	B	B_B	horror
Limbic	BSCMR131	BSCMR137	0.507684	v1006	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR137	0.394561	v1006	B	B	B_B	horror
Default	BSCMR131	BSCMR137	0.071396	v1006	B	B	B_B	horror
Visual	BSCMR131	BSCMR137	0.665577	v1007	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR137	-0.41093	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR137	0.285298	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR137	-0.0016124	v1007	B	B	B_B	horror
Limbic	BSCMR131	BSCMR137	0.143592	v1007	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR137	-0.232983	v1007	B	B	B_B	horror
Default	BSCMR131	BSCMR137	-0.343977	v1007	B	B	B_B	horror
Visual	BSCMR131	BSCMR137	-0.348776	v2000	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR137	-0.227837	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR137	0.178931	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR137	-0.148327	v2000	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR137	0.312304	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR137	-0.525797	v2000	B	B	B_B	erotic
Default	BSCMR131	BSCMR137	-0.0373663	v2000	B	B	B_B	erotic
Visual	BSCMR131	BSCMR137	-0.605157	v2002	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR137	0.314949	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR137	0.214004	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR137	0.359523	v2002	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR137	-0.489132	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR137	0.485065	v2002	B	B	B_B	erotic
Default	BSCMR131	BSCMR137	0.304227	v2002	B	B	B_B	erotic
Visual	BSCMR131	BSCMR137	0.186849	v2003	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR137	-0.0138503	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR137	0.305627	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR137	0.0195478	v2003	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR137	-0.319017	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR137	-0.137917	v2003	B	B	B_B	erotic
Default	BSCMR131	BSCMR137	-0.0688222	v2003	B	B	B_B	erotic
Visual	BSCMR131	BSCMR137	0.408908	v2009	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR137	0.368679	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR137	0.260165	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR137	-0.1686	v2009	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR137	-0.149941	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR137	0.0864788	v2009	B	B	B_B	erotic
Default	BSCMR131	BSCMR137	-0.385375	v2009	B	B	B_B	erotic
Visual	BSCMR131	BSCMR137	-0.112472	v5000	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR137	-0.433894	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR137	-0.544084	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR137	0.0659296	v5000	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR137	0.455008	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR137	-0.447085	v5000	B	B	B_B	neutral
Default	BSCMR131	BSCMR137	-0.0596563	v5000	B	B	B_B	neutral
Visual	BSCMR131	BSCMR137	-0.0963279	v5001	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR137	-0.00971788	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR137	-0.192474	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR137	-0.0967751	v5001	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR137	-0.584303	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR137	0.0440174	v5001	B	B	B_B	neutral
Default	BSCMR131	BSCMR137	0.195258	v5001	B	B	B_B	neutral
Visual	BSCMR131	BSCMR137	0.591726	v5002	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR137	0.167825	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR137	0.061201	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR137	-0.141082	v5002	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR137	0.149935	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR137	-0.10217	v5002	B	B	B_B	neutral
Default	BSCMR131	BSCMR137	0.00625679	v5002	B	B	B_B	neutral
Visual	BSCMR131	BSCMR137	-0.358718	v5008	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR137	-0.577825	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR137	-0.275094	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR137	-0.03007	v5008	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR137	0.293682	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR137	0.591284	v5008	B	B	B_B	neutral
Default	BSCMR131	BSCMR137	0.497971	v5008	B	B	B_B	neutral
Visual	BSCMR131	BSCMR138	0.47904	v1001	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR138	-0.260936	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR138	-0.0239959	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR138	-0.162265	v1001	B	B	B_B	horror
Limbic	BSCMR131	BSCMR138	-0.146616	v1001	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR138	0.235657	v1001	B	B	B_B	horror
Default	BSCMR131	BSCMR138	0.0523755	v1001	B	B	B_B	horror
Visual	BSCMR131	BSCMR138	0.0817686	v1002	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR138	-0.455875	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR138	0.179307	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR138	-0.193016	v1002	B	B	B_B	horror
Limbic	BSCMR131	BSCMR138	-0.630097	v1002	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR138	-0.143547	v1002	B	B	B_B	horror
Default	BSCMR131	BSCMR138	-0.0452643	v1002	B	B	B_B	horror
Visual	BSCMR131	BSCMR138	0.283914	v1006	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR138	-0.215354	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR138	0.417277	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR138	0.0885642	v1006	B	B	B_B	horror
Limbic	BSCMR131	BSCMR138	0.382587	v1006	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR138	0.0161728	v1006	B	B	B_B	horror
Default	BSCMR131	BSCMR138	0.164918	v1006	B	B	B_B	horror
Visual	BSCMR131	BSCMR138	0.119557	v1007	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR138	-0.119259	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR138	0.0847803	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR138	0.0747252	v1007	B	B	B_B	horror
Limbic	BSCMR131	BSCMR138	-0.201316	v1007	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR138	-0.0541574	v1007	B	B	B_B	horror
Default	BSCMR131	BSCMR138	-0.09198	v1007	B	B	B_B	horror
Visual	BSCMR131	BSCMR138	0.577435	v2000	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR138	0.753431	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR138	0.104332	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR138	0.250699	v2000	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR138	-0.0136262	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR138	-0.5208	v2000	B	B	B_B	erotic
Default	BSCMR131	BSCMR138	-0.164295	v2000	B	B	B_B	erotic
Visual	BSCMR131	BSCMR138	0.285612	v2002	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR138	0.224631	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR138	0.145223	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR138	-0.459732	v2002	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR138	-0.464216	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR138	0.384018	v2002	B	B	B_B	erotic
Default	BSCMR131	BSCMR138	0.471518	v2002	B	B	B_B	erotic
Visual	BSCMR131	BSCMR138	-0.389738	v2003	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR138	0.686669	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR138	-0.0566876	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR138	0.245946	v2003	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR138	-0.362941	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR138	0.0630732	v2003	B	B	B_B	erotic
Default	BSCMR131	BSCMR138	-0.717341	v2003	B	B	B_B	erotic
Visual	BSCMR131	BSCMR138	0.296594	v2009	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR138	0.373504	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR138	-0.0379969	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR138	-0.222508	v2009	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR138	0.269842	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR138	-0.0117446	v2009	B	B	B_B	erotic
Default	BSCMR131	BSCMR138	0.297756	v2009	B	B	B_B	erotic
Visual	BSCMR131	BSCMR138	0.317318	v5000	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR138	-0.493861	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR138	0.364424	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR138	0.310909	v5000	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR138	0.0906859	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR138	-0.144734	v5000	B	B	B_B	neutral
Default	BSCMR131	BSCMR138	0.833092	v5000	B	B	B_B	neutral
Visual	BSCMR131	BSCMR138	-0.707124	v5001	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR138	0.188983	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR138	-0.294042	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR138	-0.535827	v5001	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR138	-0.251904	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR138	0.10906	v5001	B	B	B_B	neutral
Default	BSCMR131	BSCMR138	0.204917	v5001	B	B	B_B	neutral
Visual	BSCMR131	BSCMR138	-0.309742	v5002	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR138	-0.152153	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR138	-0.135868	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR138	-0.21849	v5002	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR138	0.171981	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR138	-0.357501	v5002	B	B	B_B	neutral
Default	BSCMR131	BSCMR138	0.0030908	v5002	B	B	B_B	neutral
Visual	BSCMR131	BSCMR138	0.0167937	v5008	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR138	-0.0221808	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR138	0.345881	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR138	-0.0235723	v5008	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR138	0.0656494	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR138	-0.465859	v5008	B	B	B_B	neutral
Default	BSCMR131	BSCMR138	0.126352	v5008	B	B	B_B	neutral
Visual	BSCMR131	BSCMR139	-0.56625	v1001	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR139	-0.0306763	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR139	0.0708607	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR139	0.158324	v1001	B	B	B_B	horror
Limbic	BSCMR131	BSCMR139	0.0516803	v1001	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR139	0.041383	v1001	B	B	B_B	horror
Default	BSCMR131	BSCMR139	0.211269	v1001	B	B	B_B	horror
Visual	BSCMR131	BSCMR139	0.439739	v1002	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR139	-0.130601	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR139	0.204575	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR139	0.415704	v1002	B	B	B_B	horror
Limbic	BSCMR131	BSCMR139	-0.243341	v1002	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR139	0.344838	v1002	B	B	B_B	horror
Default	BSCMR131	BSCMR139	0.422976	v1002	B	B	B_B	horror
Visual	BSCMR131	BSCMR139	0.31451	v1006	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR139	-0.253092	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR139	-0.0866514	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR139	-0.0630282	v1006	B	B	B_B	horror
Limbic	BSCMR131	BSCMR139	-0.258781	v1006	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR139	0.314096	v1006	B	B	B_B	horror
Default	BSCMR131	BSCMR139	0.474412	v1006	B	B	B_B	horror
Visual	BSCMR131	BSCMR139	0.153557	v1007	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR139	-0.200075	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR139	0.252893	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR139	-0.192652	v1007	B	B	B_B	horror
Limbic	BSCMR131	BSCMR139	-0.377469	v1007	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR139	-0.220537	v1007	B	B	B_B	horror
Default	BSCMR131	BSCMR139	-0.550892	v1007	B	B	B_B	horror
Visual	BSCMR131	BSCMR139	-0.637782	v2000	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR139	0.338431	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR139	0.0427975	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR139	-0.103231	v2000	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR139	0.60779	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR139	-0.307748	v2000	B	B	B_B	erotic
Default	BSCMR131	BSCMR139	-0.0519482	v2000	B	B	B_B	erotic
Visual	BSCMR131	BSCMR139	-0.0239969	v2002	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR139	-0.256374	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR139	-0.288081	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR139	-0.263654	v2002	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR139	-0.156693	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR139	-0.739342	v2002	B	B	B_B	erotic
Default	BSCMR131	BSCMR139	-0.0637202	v2002	B	B	B_B	erotic
Visual	BSCMR131	BSCMR139	-0.223631	v2003	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR139	0.000449747	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR139	0.0415513	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR139	0.28616	v2003	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR139	0.51647	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR139	0.163866	v2003	B	B	B_B	erotic
Default	BSCMR131	BSCMR139	-0.197494	v2003	B	B	B_B	erotic
Visual	BSCMR131	BSCMR139	0.450217	v2009	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR139	-0.371563	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR139	0.295517	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR139	0.179697	v2009	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR139	0.252307	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR139	-0.1177	v2009	B	B	B_B	erotic
Default	BSCMR131	BSCMR139	-0.0621698	v2009	B	B	B_B	erotic
Visual	BSCMR131	BSCMR139	-0.164037	v5000	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR139	0.563203	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR139	-0.469066	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR139	0.142481	v5000	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR139	0.0505547	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR139	0.296788	v5000	B	B	B_B	neutral
Default	BSCMR131	BSCMR139	0.237788	v5000	B	B	B_B	neutral
Visual	BSCMR131	BSCMR139	-0.307568	v5001	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR139	-0.100998	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR139	-0.290384	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR139	-0.363324	v5001	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR139	-0.102124	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR139	0.411404	v5001	B	B	B_B	neutral
Default	BSCMR131	BSCMR139	0.637034	v5001	B	B	B_B	neutral
Visual	BSCMR131	BSCMR139	0.402389	v5002	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR139	-0.67652	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR139	0.184439	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR139	0.263713	v5002	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR139	-0.289987	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR139	-0.0795176	v5002	B	B	B_B	neutral
Default	BSCMR131	BSCMR139	-0.130055	v5002	B	B	B_B	neutral
Visual	BSCMR131	BSCMR139	-0.0182135	v5008	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR139	0.394863	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR139	-0.137547	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR139	-0.0400451	v5008	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR139	-0.460461	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR139	0.183615	v5008	B	B	B_B	neutral
Default	BSCMR131	BSCMR139	0.398449	v5008	B	B	B_B	neutral
Visual	BSCMR131	BSCMR140	0.14628	v1001	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR140	-0.0274047	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR140	0.00387747	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR140	0.145558	v1001	B	B	B_B	horror
Limbic	BSCMR131	BSCMR140	0.134875	v1001	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR140	-0.191256	v1001	B	B	B_B	horror
Default	BSCMR131	BSCMR140	0.271598	v1001	B	B	B_B	horror
Visual	BSCMR131	BSCMR140	0.180851	v1002	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR140	0.201202	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR140	0.247635	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR140	0.324057	v1002	B	B	B_B	horror
Limbic	BSCMR131	BSCMR140	-0.269253	v1002	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR140	0.275869	v1002	B	B	B_B	horror
Default	BSCMR131	BSCMR140	-0.288874	v1002	B	B	B_B	horror
Visual	BSCMR131	BSCMR140	-0.290715	v1006	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR140	-0.215377	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR140	0.111057	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR140	0.159488	v1006	B	B	B_B	horror
Limbic	BSCMR131	BSCMR140	0.44279	v1006	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR140	-0.108326	v1006	B	B	B_B	horror
Default	BSCMR131	BSCMR140	0.489524	v1006	B	B	B_B	horror
Visual	BSCMR131	BSCMR140	0.18691	v1007	B	B	B_B	horror
Somatomotor	BSCMR131	BSCMR140	0.351236	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR131	BSCMR140	0.163695	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR131	BSCMR140	0.265921	v1007	B	B	B_B	horror
Limbic	BSCMR131	BSCMR140	0.144076	v1007	B	B	B_B	horror
Frontoparietal	BSCMR131	BSCMR140	0.12449	v1007	B	B	B_B	horror
Default	BSCMR131	BSCMR140	-0.0769368	v1007	B	B	B_B	horror
Visual	BSCMR131	BSCMR140	0.274092	v2000	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR140	-0.0398989	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR140	0.563339	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR140	-0.683823	v2000	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR140	0.789948	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR140	0.543802	v2000	B	B	B_B	erotic
Default	BSCMR131	BSCMR140	0.519591	v2000	B	B	B_B	erotic
Visual	BSCMR131	BSCMR140	0.0537359	v2002	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR140	0.493209	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR140	0.513961	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR140	0.261029	v2002	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR140	0.437016	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR140	-0.500839	v2002	B	B	B_B	erotic
Default	BSCMR131	BSCMR140	0.356926	v2002	B	B	B_B	erotic
Visual	BSCMR131	BSCMR140	-0.203547	v2003	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR140	-0.115609	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR140	-0.15977	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR140	-0.444888	v2003	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR140	-0.0345862	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR140	-0.402935	v2003	B	B	B_B	erotic
Default	BSCMR131	BSCMR140	-0.245773	v2003	B	B	B_B	erotic
Visual	BSCMR131	BSCMR140	0.409781	v2009	B	B	B_B	erotic
Somatomotor	BSCMR131	BSCMR140	0.521936	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR131	BSCMR140	0.678948	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR131	BSCMR140	0.161456	v2009	B	B	B_B	erotic
Limbic	BSCMR131	BSCMR140	-0.37067	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR131	BSCMR140	0.508469	v2009	B	B	B_B	erotic
Default	BSCMR131	BSCMR140	-0.441208	v2009	B	B	B_B	erotic
Visual	BSCMR131	BSCMR140	-0.239249	v5000	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR140	-0.482655	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR140	-0.16194	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR140	0.12499	v5000	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR140	0.539455	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR131	BSCMR140	-0.113096	v5000	B	B	B_B	neutral
Default	BSCMR131	BSCMR140	-0.232214	v5000	B	B	B_B	neutral
Visual	BSCMR131	BSCMR140	0.347635	v5001	B	B	B_B	neutral
Somatomotor	BSCMR131	BSCMR140	0.597186	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR131	BSCMR140	0.10929	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR131	BSCMR140	-0.235387	v5001	B	B	B_B	neutral
Limbic	BSCMR131	BSCMR140	-0.626036	v5001	B	B	B_B	neutral
